observed,spl_thresh
2,4.65931707669901
3,3.94521811834221
4,3.37791329308319
5,2.93733914001153
6,2.60343219821678
7,2.3561290067885
8,2.17536610481627
9,2.04108003138963
10,1.93320732559815
11,1.83499265316916
12,1.74291318638105
13,1.65675422414998
14,1.57630106539208
15,1.50133900902353
16,1.43165335396048
17,1.36702939911907
18,1.30725244341547
19,1.25210778576582
20,1.20138072508629
21,1.15485656029301
22,1.11232059030216
23,1.07355811402988
24,1.03835443039233
25,1.00649483830565
26,0.977764636686017
27,0.951949124449568
28,0.928833600512462
29,0.908203363790854
30,0.889843713200896
31,0.873539947658741
32,0.859077366080548
33,0.846241267382467
34,0.834816950480653
35,0.824589714291259
36,0.815344857730442
37,0.806867679714355
38,0.79894347915915
39,0.791357554980981
40,0.783895206096005
41,0.776378881025197
42,0.768779626708831
43,0.761105639692002
44,0.753365116519808
45,0.745566253737342
46,0.737717247889701
47,0.729826295521985
48,0.721901593179285
49,0.713951337406699
50,0.705983724749323
51,0.698006951752254
52,0.690029214960587
53,0.682058710919419
54,0.674103636173845
55,0.666172187268964
56,0.658272560749867
57,0.650412953161653
58,0.642601561049419
59,0.63484658095826
60,0.627156209433273
61,0.619538643019552
62,0.612002078262195
63,0.604554711706297
64,0.597204739896955
65,0.589960359379264
66,0.582829766698321
67,0.575821158399223
68,0.568942731027065
69,0.562202681126943
70,0.555609205243952
71,0.54917049992319
72,0.542894761709752
73,0.536790187148735
74,0.530864972785235
75,0.525127315164347
76,0.519585410831168
77,0.514247456330794
78,0.509121648208321
79,0.504216183008845
80,0.499539257277463
81,0.495095836194398
82,0.490877959480393
83,0.486874435491317
84,0.483074072583041
85,0.479465679111434
86,0.476038063432364
87,0.472780033901705
88,0.469680398875324
89,0.466727966709093
90,0.463911545758881
91,0.461219944380558
92,0.458641970929992
93,0.456166433763058
94,0.453782141235621
95,0.451477901703552
96,0.449242523522723
97,0.447064815049002
98,0.444933584638259
99,0.442837640646367
100,0.440765791429192
101,0.438708702853583
102,0.4366644708303
103,0.434633048781076
104,0.432614390127651
105,0.430608448291759
106,0.428615176695136
107,0.426634528759519
108,0.424666457906645
109,0.422710917558249
110,0.420767861136067
111,0.418837242061836
112,0.416919013757294
113,0.415013129644174
114,0.413119543144214
115,0.411238207679149
116,0.409369076670716
117,0.407512103540653
118,0.405667241710693
119,0.403834444602574
120,0.402013665638033
121,0.400204858238805
122,0.398407975826625
123,0.396622971823232
124,0.394849799650361
125,0.393088412729749
126,0.39133876448313
127,0.389600808332242
128,0.387874497698821
129,0.386159786004604
130,0.384456626671325
131,0.382764973120722
132,0.381084778774531
133,0.379415997054489
134,0.37775858138233
135,0.376112485179792
136,0.374477661868611
137,0.372854064870523
138,0.371241647607265
139,0.369640363500572
140,0.36805016597218
141,0.366471008443826
142,0.364902844337247
143,0.363345627074179
144,0.361799310076357
145,0.360263846765518
146,0.358739190563399
147,0.357225294891734
