observed,spl_thresh
2,4.42762600249207
3,3.67202499912574
4,3.08014845504382
5,2.62928715311743
6,2.29673187621771
7,2.05977340721579
8,1.89570252898279
9,1.78181002438986
10,1.69538667630812
11,1.61748191236032
12,1.54417973917571
13,1.47532280813513
14,1.41075377061945
15,1.35031527800951
16,1.29384998168619
17,1.24120053303033
18,1.19220958342279
19,1.14671978424442
20,1.1045737868761
21,1.06561424269866
22,1.02968380309297
23,0.996625119439892
24,0.966280843120271
25,0.93849362551497
26,0.913106118004844
27,0.889960971970751
28,0.868900838793547
29,0.849768369854089
30,0.832406216533232
31,0.816657030211836
32,0.802363462270756
33,0.789368164090849
34,0.777513787052971
35,0.76664298253798
36,0.756598401926733
37,0.747222696600087
38,0.738358517938897
39,0.729848517324021
40,0.721535346136316
41,0.713288453433479
42,0.705084478980573
43,0.696926860219501
44,0.688819034592167
45,0.680764439540473
46,0.672766512506322
47,0.66482869093162
48,0.656954412258268
49,0.649147113928169
50,0.641410233383228
51,0.633747208065347
52,0.62616147541643
53,0.618656472878381
54,0.611235637893101
55,0.603902407902497
56,0.596660220348468
57,0.58951251267292
58,0.582462722317756
59,0.575514286724878
60,0.568670643336191
61,0.561935229593598
62,0.555311482939001
63,0.548802840814304
64,0.542412740661411
65,0.536144619922226
66,0.530001916038649
67,0.523988066452587
68,0.518106508605941
69,0.512360679940616
70,0.506754017898513
71,0.501289959921538
72,0.495971943451592
73,0.490803405930579
74,0.485787784800404
75,0.480928517502968
76,0.476229041480175
77,0.47169279417393
78,0.467323213026132
79,0.463123735478691
80,0.459097798973504
81,0.45524692254629
82,0.45156495160801
83,0.448043813163442
84,0.444675434217362
85,0.441451741774545
86,0.438364662839765
87,0.4354061244178
88,0.432568053513425
89,0.429842377131416
90,0.427221022276551
91,0.424695915953603
92,0.422258985167346
93,0.41990215692256
94,0.417617358224018
95,0.415396516076498
96,0.413231557484774
97,0.411114409453621
98,0.409036998987817
99,0.406991253092137
100,0.404969098771357
101,0.402963796774404
102,0.400973942826816
103,0.398999466398279
104,0.397040296958485
105,0.39509636397712
106,0.393167596923873
107,0.391253925268434
108,0.389355278480491
109,0.387471586029732
110,0.385602777385847
111,0.383748782018523
112,0.38190952939745
113,0.380084948992316
114,0.37827497027281
115,0.37647952270862
116,0.374698535769434
117,0.372931938924944
118,0.371179661644834
119,0.369441633398796
120,0.367717783656518
121,0.366008041887688
122,0.364312337561994
123,0.362630600149126
124,0.360962759118773
125,0.359308743940622
126,0.357668484084362
127,0.356041909019682
128,0.354428948216272
129,0.352829531143819
130,0.351243587272011
131,0.349671046070538
132,0.348111837009088
133,0.34656588955735
134,0.345033133185013
135,0.343513497361765
136,0.342006911557295
137,0.34051330524129
138,0.339032607883442
139,0.337564748953437
140,0.336109657920965
141,0.334667264255712
142,0.333237497427369
143,0.331820286905626
144,0.33041556216017
145,0.329023252660688
146,0.327643287876872
147,0.326275597278408
148,0.324920110334985
149,0.323576756516292
150,0.322245465292018
151,0.320926166131853
152,0.319618788505482
153,0.318323261882595
154,0.317039515732884
155,0.315767479526034
156,0.314507082731733
157,0.313258254819673
158,0.312020925259541
159,0.310795023521025
160,0.309580479073814
161,0.308377221387597
162,0.307185179932062
163,0.306004284176899
164,0.304834463591795
165,0.30367564764644
166,0.302527765810521
167,0.301390747553729
168,0.30026452234575
169,0.299149019656274
170,0.29804416895499
171,0.296949899711587
172,0.295866141395752
173,0.294792823477175
174,0.293729875425544
175,0.292677226710547
176,0.291634806801874
177,0.290602545169213
178,0.289580371282253
179,0.288568214610681
180,0.287566004624187
181,0.286573670792461
182,0.28559114258519
183,0.284618349472063
184,0.283655220922768
185,0.282701686406994
186,0.281757675394431
187,0.280823117354765
188,0.279897941757687
189,0.278982078072885
190,0.278075455770046
191,0.277178004318862
192,0.276289653189017
193,0.275410331850205
194,0.27453996977211
195,0.273678496424423
196,0.272825841276834
197,0.271981933799028
198,0.271146703460696
199,0.270320079731526
200,0.269501992081206
201,0.268692369979427
202,0.267891142895874
203,0.26709824030024
204,0.26631359166221
205,0.265537126451475
206,0.264768774137721
207,0.264008464190639
208,0.263256126079916
209,0.262511689275243
210,0.261775083246307
211,0.261046237462796
212,0.2603250813944
213,0.259611544510807
214,0.258905556281706
215,0.258207046176785
216,0.257515943665734
217,0.256832178218239
218,0.256155679303991
219,0.255486376392678
220,0.254824198953989
221,0.254169076457611
222,0.253520938373235
223,0.252879714170548
224,0.252245333319239
225,0.251617725288998
226,0.250996819549511
227,0.250382545570468
228,0.249774832821559
229,0.249173610772471
230,0.248578808892892
231,0.247990356652511
232,0.247408183521019
233,0.246832218968102
234,0.246262392463449
235,0.24569863347675
236,0.245140871477693
237,0.244589035935967
238,0.244043056321259
239,0.243502862103257
240,0.242968382751654
241,0.242439547736137
242,0.241916286526391
243,0.24139852859211
244,0.240886203402978
245,0.240379240428685
246,0.239877569138921
247,0.239381119003374
248,0.238889819491732
249,0.238403600073685
250,0.23792239021892
251,0.237446119397126
252,0.236974717077994
253,0.236508112731209
254,0.236046235826461
255,0.23558901583344
256,0.235136382221833
257,0.234688264461329
258,0.234244592021618
