observed,spl_thresh
2,4.63182446918167
3,3.9776392118456
4,3.4528384231226
5,3.03992256923997
6,2.721392116425
7,2.47974753090498
8,2.2974892789072
9,2.15711782665896
10,2.04113364038754
11,1.93491495420551
12,1.83535107376645
13,1.74220907260924
14,1.65525602427272
15,1.57425900229576
16,1.49898508021722
17,1.42920133157595
18,1.36467482991083
19,1.3051726487607
20,1.25046186166443
21,1.20030954216088
22,1.15448276378891
23,1.11274860008737
24,1.07487412459513
25,1.04062641085105
26,1.00977253239398
27,0.982079562762791
28,0.957314575496338
29,0.935244644133481
30,0.915636842213079
31,0.898258243273993
32,0.882875920855083
33,0.869256948495209
34,0.85716839973323
35,0.846377348108005
36,0.836650867158397
37,0.827756030423263
38,0.819459911441464
39,0.811529583751858
40,0.803732120893309
41,0.795874924350768
42,0.78792670739358
43,0.779896511237181
44,0.77179337709701
45,0.763626346188504
46,0.755404459727098
47,0.747136758928235
48,0.73883228500735
49,0.730500079179879
50,0.722149182661262
51,0.713788636666936
52,0.705427482412338
53,0.697074761112908
54,0.688739513984081
55,0.680430782241296
56,0.67215760709999
57,0.663929029775602
58,0.655754091483568
59,0.647641833439328
60,0.639601296858317
61,0.631641522955974
62,0.623771552947738
63,0.616000428049043
64,0.60833718947533
65,0.600790878442036
66,0.593370536164598
67,0.586085203858455
68,0.578943922739042
69,0.5719557340218
70,0.565129678922164
71,0.558474798655574
72,0.552000134437465
73,0.545714727483277
74,0.539627619008447
75,0.533747850228411
76,0.52808446235861
77,0.52264649661448
78,0.517442994211458
79,0.512482996364982
80,0.50777554429049
81,0.503326060848188
82,0.499125495477347
83,0.495161179262008
84,0.491420443286213
85,0.487890618633999
86,0.484559036389408
87,0.48141302763648
88,0.478439923459255
89,0.475627054941774
90,0.472961753168079
91,0.470431349222206
92,0.468023174188197
93,0.465724559150094
94,0.463522835191934
95,0.46140533339776
96,0.459359384851613
97,0.457372320637529
98,0.455431471839551
99,0.45352416954172
100,0.451637744828076
101,0.449761638153922
102,0.447893727459625
103,0.446034000056815
104,0.44418244325712
105,0.442339044372172
106,0.440503790713599
107,0.438676669593032
108,0.436857668322102
109,0.435046774212437
110,0.433243974575668
111,0.431449256723424
112,0.429662607967336
113,0.427884015619034
114,0.426113466990147
115,0.424350949392304
116,0.422596450137136
117,0.420849956536275
118,0.419111455901347
119,0.417380935543985
120,0.415658382775817
121,0.413943784908475
122,0.412237129253586
123,0.410538403122782
124,0.408847593827692
125,0.407164688679947
126,0.405489674991176
127,0.403822540073008
128,0.402163271237075
129,0.400511855795006
130,0.398868281058431
131,0.397232534338978
132,0.395604602948279
133,0.393984474197965
134,0.392372135399664
135,0.390767573865005
136,0.38917077690562
137,0.387581731833138
138,0.38600042595919
139,0.384426846595405
140,0.382860981053412
141,0.381302816644841
142,0.379752340681323
143,0.378209540474488
144,0.376674403335966
145,0.375146916577386
146,0.373627067510378
147,0.372114843446572
148,0.370610231697599
149,0.369113219575087
150,0.367623794390668
151,0.36614194345597
152,0.364667654082623
153,0.363200913582259
154,0.361741709266505
155,0.360290028446994
156,0.358845858435354
157,0.357409186543215
158,0.355980000082208
159,0.354558286363961
160,0.353144032700105
161,0.351737226402269
162,0.350337854782085
163,0.348945905151182
164,0.347561364821189
165,0.346184221103736
166,0.344814461310454
167,0.343452072752972
168,0.342097042742921
169,0.340749358591929
170,0.339409007611628
171,0.338075977113647
172,0.336750254409615
173,0.335431826811163
174,0.334120681629922
175,0.332816806177518
176,0.331520187765586
177,0.330230813705751
178,0.328948671309647
179,0.327673747888901
180,0.326406030755144
181,0.325145507220008
182,0.323892164595119
183,0.32264599019211
184,0.321406971322608
185,0.320175095298245
186,0.318950349430651
187,0.317732721031456
188,0.31652219741229
189,0.315318765884781
190,0.31412241376056
191,0.312933128351258
192,0.311750896968503
193,0.310575706923926
194,0.309407545529156
195,0.308246400095825
196,0.307092257935562
197,0.305945106359996
198,0.304804932680757
199,0.303671724209475
200,0.30254546825778
201,0.301426152137303
202,0.300313763159673
203,0.29920828863652
204,0.298109715879474
205,0.297018032200163
206,0.295933224910221
207,0.294855281321274
208,0.293784188744952
209,0.292719934492889
210,0.291662505876711
211,0.29061189020805
212,0.289568074798535
213,0.288531046959796
214,0.287500794003461
215,0.286477303241164
216,0.285460561984533
217,0.284450557545195
218,0.283447277234786
219,0.28245070836493
220,0.281460838247259
221,0.280477654193404
222,0.279501143514995
223,0.27853129352366
224,0.27756809153103
225,0.276611524848736
226,0.275661580788405
227,0.274718246661669
228,0.273781509780158
229,0.272851357455502
230,0.27192777699933
231,0.271010755723272
232,0.270100280938958
233,0.269196339958019
234,0.268298920092082
235,0.267408008652782
236,0.266523592951744
237,0.2656456603006
238,0.264774198010979
239,0.263909193394512
240,0.263050633762829
241,0.26219850642756
242,0.261352798700331
243,0.260513497892778
244,0.259680591316528
245,0.25885406628321
246,0.258033910104455
247,0.257220110091893
248,0.256412653557155
249,0.255611527811868
250,0.254816720167664
251,0.254028217936171
252,0.253246008429022
253,0.252470078957846
254,0.251700416834269
255,0.250937009369926
256,0.250179843876445
257,0.249428907665455
258,0.248684188048588
259,0.247945672337473
260,0.247213347843737
261,0.246487201879015
262,0.245767221754934
263,0.245053394783124
264,0.244345708275213
265,0.243644149542836
266,0.242948705897619
267,0.242259364651193
268,0.241576113115188
269,0.240898938601233
