observed,spl_thresh
2,4.63876864099139
3,4.07741498704564
4,3.61791376995511
5,3.2468424282913
6,2.95077840062575
7,2.71629912552999
8,2.52998204157553
9,2.37840458733392
10,2.24814420137666
11,2.12797063985652
12,2.01542292925118
13,1.91023241361958
14,1.81213043702063
15,1.72084834351325
16,1.63611747715637
17,1.55766918200891
18,1.48523480212979
19,1.41854568157793
20,1.35733316441226
21,1.3013285946917
22,1.25026331647516
23,1.20386867382158
24,1.16187601078986
25,1.12401667143895
26,1.09002199982775
27,1.05962334001519
28,1.0325520360602
29,1.00853943202168
30,0.98731687195858
31,0.968615699929802
32,0.952167259994276
33,0.937702896210923
34,0.924953952638664
35,0.913651773336423
36,0.903527702363121
37,0.894313083777681
38,0.885739261639024
39,0.877537580006071
40,0.869439382937748
41,0.861222786423355
42,0.852852994173721
43,0.844341981830056
44,0.835701725033568
45,0.826944199425465
46,0.818081380646956
47,0.809125244339254
48,0.800087766143564
49,0.790980921701095
50,0.781816686653059
51,0.772607036640662
52,0.763363947305117
53,0.754099394287629
54,0.744825353229407
55,0.735553799771663
56,0.726296709555604
57,0.71706605822244
58,0.70787382141338
59,0.698731974769631
60,0.689652493932405
61,0.68064735454291
62,0.671728532242355
63,0.662908002671948
64,0.6541977414729
65,0.645609724286418
66,0.637155926753711
67,0.62884832451599
68,0.620698893214464
69,0.61271960849034
70,0.604922445984828
71,0.597319381339139
72,0.589922390194479
73,0.582743448192058
74,0.575794530973085
75,0.56908761417877
76,0.562634673450321
77,0.556447684428948
78,0.55053862275586
79,0.544919464072265
80,0.539602184019372
81,0.534594191458027
82,0.529884628127619
83,0.525458068987175
84,0.521299088995719
85,0.517392263112279
86,0.513722166295877
87,0.510273373505543
88,0.5070304597003
89,0.503977999839175
90,0.501100568881193
91,0.49838274178538
92,0.495809093510761
93,0.493364199016365
94,0.491032633261213
95,0.488798971204334
96,0.486647787804753
97,0.484563658021494
98,0.482531156813585
99,0.480534859140052
100,0.478559339959919
101,0.476591748738101
102,0.474629532963068
103,0.472672714629179
104,0.470721315730791
105,0.468775358262265
106,0.466834864217957
107,0.464899855592227
108,0.462970354379434
109,0.461046382573935
110,0.45912796217009
111,0.457215115162257
112,0.455307863544794
113,0.453406229312061
114,0.451510234458415
115,0.449619900978215
116,0.447735250865819
117,0.445856306115588
118,0.443983088721877
119,0.442115620679047
120,0.440253923981456
121,0.438398020623464
122,0.436547932599426
123,0.434703681903703
124,0.432865290530652
125,0.431032780474634
126,0.429206173730006
127,0.427385492291126
128,0.425570758152354
129,0.423761993308048
130,0.421959219752566
131,0.420162459480266
132,0.418371734485508
133,0.416587066762651
134,0.414808478306052
135,0.41303599111007
136,0.411269627169063
137,0.409509408477391
138,0.407755357029411
139,0.406007494819484
140,0.404265843841965
141,0.402530426091214
142,0.400801263561592
143,0.399078378247454
144,0.397361792143161
145,0.39565152724307
146,0.39394760554154
147,0.39225004903293
148,0.390558879711599
149,0.388874119571904
150,0.387195790608204
151,0.385523914814858
152,0.383858514186224
153,0.382199610716661
154,0.380547226400528
155,0.378901383232184
156,0.377262103205985
157,0.375629408316292
158,0.374003320557464
159,0.372383861923857
160,0.37077105440983
161,0.369164920009742
162,0.367565480717953
163,0.365972758528821
164,0.364386775436703
165,0.362807553435959
166,0.361235114520947
167,0.359669480686026
168,0.358110673925554
169,0.356558716233889
170,0.355013629605391
171,0.353475436034418
172,0.351944157515328
173,0.350419816042481
174,0.348902433610234
175,0.347392032212945
176,0.345888633844974
177,0.34439226050068
178,0.34290293417442
179,0.341420676860553
180,0.339945510553437
181,0.338477457247434
182,0.337016538936898
183,0.335562777616189
184,0.334116195279667
185,0.332676813921688
186,0.331244655536614
187,0.329819742118801
188,0.328402095662608
189,0.326991738162394
190,0.325588691612517
191,0.324192978007337
192,0.322804619341208
193,0.321423637608495
194,0.320050054803551
195,0.318683892920739
196,0.317325173954417
197,0.315973919898939
198,0.314630152748669
199,0.313293894497961
200,0.311965167141176
201,0.310643992672675
202,0.309330393086811
203,0.308024390377946
204,0.306726006540439
205,0.305435263568647
206,0.304152183456928
207,0.302876788199643
208,0.301609099791148
209,0.300349140225802
210,0.299096931497966
211,0.297852495601996
212,0.296615854532253
213,0.295387030283091
214,0.294166044848873
215,0.292952920223955
216,0.291747678402699
217,0.290550341379459
218,0.289360931148596
219,0.288179469704468
220,0.287005979041434
221,0.285840481153852
222,0.28468299803608
223,0.283533551682479
224,0.282392164087405
225,0.281258857245218
226,0.280133653150276
227,0.279016573796936
228,0.27790764117956
229,0.276806877292504
230,0.275714304130127
231,0.274629943686788
232,0.273553817956845
233,0.272485948934657
234,0.271426358614582
235,0.27037506899098
236,0.269332102058207
237,0.268297479810625
238,0.267271224242588
239,0.266253357348458
240,0.265243901122594
241,0.264242877559354
242,0.263250308653093
243,0.262266216398174
244,0.261290622788954
245,0.26032354981979
246,0.259365019485043
247,0.258415053779071
248,0.257473674696232
249,0.256540904230883
250,0.255616764377387
251,0.254701277130097
252,0.253794464483375
253,0.252896348431579
254,0.252006950969067
255,0.251126294090198
256,0.250254399789331
257,0.249391290060824
258,0.248536986899035
259,0.247691512298324
260,0.246854888253047
261,0.246027136757565
262,0.245208279806237
263,0.24439833939342
264,0.243597337513471
265,0.242805296160751
266,0.242022237329619
267,0.241248183014432
268,0.240483155209549
269,0.239727175909329
270,0.238980267108129
271,0.23824245080031
272,0.237513748980229
273,0.236794183642244
274,0.236083776780715
275,0.235382550389999
276,0.234690526464456
277,0.234007726998443
278,0.233334173986322
279,0.232669889422446
280,0.23201489530118
281,0.231369213616875
282,0.230732866363897
283,0.2301058755366
284,0.229488263129344
285,0.228880051136488
286,0.228281261552389
287,0.227691916371406
288,0.227112037587901
289,0.226541647196226
290,0.225980767190745
291,0.225429419565814
292,0.224887626315793
293,0.224355409435038
294,0.223832790917911
295,0.223319792758768
296,0.222816436951967
297,0.22232274549187
298,0.221838740372835
299,0.221364443589215
